review,rating
"Sadly pay has drastically decreased, even around the holidays. Very sad. uber takes majority of the pay and leaves a minimal amount for drivers. You can sit or drive around for hours and not get any rides or make any money.",2
very bad,1
excillend,5
worst app for driver,1
tres excellent,5
"worst app !! He charges very low rates and earns very little. He's worse than Rapido, paying 2 rupees per kilometer. If you don't want to shut down the company, increase your rates, otherwise it won't take long to shut down the company.",1
jab Uber ke QR per payment lo galti se right 2 minut pahle cash mein complete ho jaaye yah Paisa maar leta hai Uber customer care kahate Hain yah Paisa mere paas aaya hi nahin aapka QR hai to fir Paisa kahan gaya aap log sochiye aur bataiye,1
map has gone worse. Wait time dosent start since update.,1
tips thief,1
very bad experience,1
good job,5
still 1month licensees in review,1
"Uber company is cheating in India, pay attention to this also. Showing rs 532 and giving rs 254 And showing rs 298 and giving rs94",1
increase the price 24 for kilometres,5
baid app uber no costumer help bery baid app,1
nothing good rate of cab trip,4
Thankyou uber,5
super 👍,5
"I am not happy in the paper.In the seventy two hours , I am booking in the twenty four , but after in the seventy-two hours not good",1
"bad app because careem app include in this app we lost to much things , before we received careem ride and option camera customer send location pictures or driver also send location pictures and easy to find each other butt not now we received to much ride in this app we have Only 12 hours to work some time sleep in car because don't receive ride",1
I personally have had a really good experience driving for Uber! I've enjoyed the entertainment of riders and the opportunity to entertain them as well.,5
mene kabhi swift dizaer kabhi Uber me lagai nahi or mere account me swift dizaer dal kar Jo city me kabhi gaya hi nahi Vo city ki trip dikha kar mera account lock Kar diya badi ghatiya compani hai.,1
this app is actually bad because the deliveries l get is bad and it wasn't a while ago they was an order that gave me $2 for 20 km and l was so shocked and l had to sent it to the Uber company and l was not really happy the deliveries l get like 10 dollars for 25km and it really disappointing,1
(Why do you guys make us waste time during the matching process) Don't offer rides that won't be accepted quickly Only offer the rides that will be accepted why offer the others that won't be taken???????????????????,1
good,5
great!!,5
good,4
This app is awesome!,5
good,5
"I am registered to deliver in a suburban zone NY but around 70% of orders I receive there require delivery to Queens. Declining these orders lowers my acceptance rate, while accepting them sends me far outside my zone with no new orders afterward. I must drive back at my own expense, and this return mileage is not included in pay. This makes deliveries unprofitable and unfair. Uber should consider delivery destinations or adjust pay to avoid penalizing couriers.",2
I would give a 0 but its not possible,1
excellent,5
amazing,5
super,5
weresht app,1
Not reliable. Not trustworthy.,1
good,5
not satisfied in duty,5
very bad service,1
nice,5
❤️❤️,5
superb,5
duty late accept,1
"decrease the commission rate, show drop off for trips beforehand",1
excellent,5
nice,5
this app has excellent service and the withdrawals are very fast,5
thank you so much 😊,5
Third class uber,1
thanks to uber driver app,5
"WOAH a whole dollar extra per trip. on top of ZERO tip? $2 base pay?? grand total of $3 ! all to drive 20 miles?? so exciting! Start earning today! If that wasn't enough to make you sign up, well also expect to have orders popping up the second your arrive near your drop off, or when the next turn is coming up.",1
"Not good at all how comes the vehicle is yours, maintenance is yours, they dictate the prices for the drivers. They don't know the condition of the road ,the number of the customers, the weather , the price of fuel, the calls we make etc. Identify for us the customers and let's do the negotiation for the fares .",2
nice,5
a lot of glitches not enough pay,1
"This is a very bad app, we get only 2 or 3 orders in the whole day, if we work on this app then we will have to beg.",1
map not working properly,1
good,5
awesome app great opportunities,5
best app,5
vere good,5
unnecessary changes deduct,1
good performance,5
not happy to uber team work in dubai 😕,1
good,5
worst customer support for drivers,1
can't use the card,1
nice app,5
😘,5
"uber, you are so fn spoiled when you are taking 45-70% of the ride nowadays. the drivers, are you backbone. if we say enough is enough, you and your platform will be on a dam storage, becarefull. change your policy towards drivers. BS",1
"volume always high, kaan faad deta hai, rate card bohot kharab",2
"I've tried several days to install & it wouldn't it stops at 16% of downloading. I've tried the recommendations of restarting my phone, deleting apps, nothing has worked. uber I need you to fix your app immediately. there are people that need gigs & can't work because the app downloading is trash.",1
recently jo update aaya hai uber ka bahut hi ghatiya hai jo pahle tha wo sahi tha some time its ringing but trips are not showing sabse ghatiya rate bhi hai,1
good app,5
awesome,5
very cheap rate,1
very good 👍,5
not charge from transfer,5
these waste fellows doesn't know anything because who is login in through which mobile and anything without knowing anything they will block the account waste app block this app in India Indians are banning this app mostly drivers are being harmed by you. my account was blocked because someone was locked into my account without my permission and also in another device but this waste fellows doesn't know about device which device was loged in.,5
"Since the last update in the UK, surge area's all in purple with surge symbols. Trip prices are coming through as non surge prices! Guess the algorithm isn't working as it should. Can see the data for Uber showing trip comformation rate down by 1000%+ this week easily!!",1
Good,5
"I was associated with uber for the last 1.6 years maintaining highest standard, ratings there for one to see, all of a sudden I am not able to access the app, inspite of repeated messages to assist, i absolutely found no effective response other generic answers. the app is also doesn't appear on Google Play Store which earlier used to be. if such is the service towards Partners. God bless Rider's. I am very disappointed with the response metted out.",1
good for everyone,5
Make Your Own Boss and Earn Money How much You Want.₹₹₹₹₹ per week,5
not good app very bad service,1
very bad,1
great app and great opportunity,5
Very good,5
nice 👍,5
Nice app,5
good,5
good,5
good,5
supar,5
"worst app 🤬🤬 , I got fair of 25 rs for 25 kms, when I tried reaching the support team, they say your request is not eligible for review. worst app 🤬🤬",1
good 👍,5
why are you taking 5%,1
very good 👍,5
good service for Rider and driver,5
view good,5
very bade company Uber in India delhi NCR,1
"Uber is not even paying minimum wage per to make living. Yesterday I worked 6 hours. I got paid 6265 yens. Then I filled gasoline in my car for 3600 yens. From this, they will deduct jct too. If you will calculate car monthly maintenance and insurance . You are not even getting paid 300 yen per hour after expenses. Now Uber has become something to kill time only.you can't make living out of it. And after 6 hours they will stop giving you orders.",1
I lost my Uber driver connection. Uber spp is not helping me recover. I have platinum status and 4.9 rating.,2
nice,5
good aap 💕,5
worst driver app,1
"worst app for drivers. very low fare for driver. companies like indrive, yatrisathi, rapido are giving better price.",1
good 👍,5
really good way to earn,5
Bhai 26/12/2025 ki kamai bahut khrab hai or ha yar ap log ober balo ye bat socho ki apke es ober se kai logo ka ghar chlta hai par ap log etna rate gira kar doge to ham log kese kar pange,1
login issue,2
Warst service no service contact number to get number I am auto driver how to contact uber customer care number,5
